cid,cname,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,PctVotes
30,KOKRAJHAR EAST,1,PRAMILA RANI BRAHMA,Bodoland Peoples Front,62922,498,63420,41.11
30,KOKRAJHAR EAST,2,MIJING BRAHMA,Voters Party  International,1240,36,1276,0.83
30,KOKRAJHAR EAST,3,LAWRENCE ISLARY,"United People’s Party, Liberal",82817,698,83515,54.14
30,KOKRAJHAR EAST,4,MANAJ KUMAR BRAHMA,Independent,3229,35,3264,2.12
30,KOKRAJHAR EAST,5,SHRI SAILENDRA NATH BRAHMA,Independent,888,9,897,0.58
30,KOKRAJHAR EAST,6,NOTA,None of the Above,1865,18,1883,1.22
31,SIDLI,1,CHANDAN BRAHMA,Bodoland Peoples Front,65413,354,65767,38.27
31,SIDLI,2,JOYANTA BASUMATARY,"United People’s Party, Liberal",96550,537,97087,56.5
31,SIDLI,3,RANJAY KUMAR BRAHMA,Janata Dal  (United),1536,20,1556,0.91
31,SIDLI,4,JISOYA CHAMPRAMARY,Independent,3070,14,3084,1.79
31,SIDLI,5,SMRITI BASUMATARY,Independent,1828,22,1850,1.08
31,SIDLI,6,NOTA,None of the Above,2469,16,2485,1.45
32,BONGAIGAON,1,PRABHAT BAISNAB,National People's Party,1595,51,1646,1.07
32,BONGAIGAON,2,PHANI BHUSAN CHOUDHURY,Asom Gana Parishad,82036,764,82800,53.9
32,BONGAIGAON,3,SHANKAR PRASAD RAY,Indian National Congress,44386,247,44633,29.05
32,BONGAIGAON,4,DIPU CHOUDHURY,Assam Jatiya Parishad,13872,116,13988,9.1
32,BONGAIGAON,5,SANTANU MUKHERJEE,Political Justice Party,2254,12,2266,1.47
32,BONGAIGAON,6,SABENDRA BASUMATARY,Voters Party  International,927,25,952,0.62
32,BONGAIGAON,7,SRI SUJIT KUMAR ROY,Bharatiya Gana Parishad,2163,21,2184,1.42
32,BONGAIGAON,8,KAILASH DAS,Independent,1807,3,1810,1.18
32,BONGAIGAON,9,GAUTAM DUTTA,Independent,1167,5,1172,0.76
32,BONGAIGAON,10,NOTA,None of the Above,2149,30,2179,1.42
