cid,cname,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,PctVotes
1,MANJESHWAR,1,A K M ASHRAF,Indian Union Muslim League,65190,568,65758,38.14
1,MANJESHWAR,2,V V RAMESHAN,Communist Party of India  (Marxist),40098,541,40639,23.57
1,MANJESHWAR,3,K SURENDRAN,Bharatiya Janata Party,64000,1013,65013,37.7
1,MANJESHWAR,4,PRAVEEN KUMAR S,Anna Democratic Human Rights Movement Party of India,250,1,251,0.15
1,MANJESHWAR,5,JOHN D SOUZA I,Independent,180,1,181,0.1
1,MANJESHWAR,6,SURENDRAN M S/o PADMAVATHI M,Independent,196,1,197,0.11
1,MANJESHWAR,7,NOTA,None of the Above,387,0,387,0.22
2,KASARAGOD,1,N A NELLIKKUNNU,Indian Union Muslim League,62824,472,63296,43.8
2,KASARAGOD,2,VIJAYA K P,Bahujan Samaj Party,664,15,679,0.47
2,KASARAGOD,3,ADV K SHREEKANTH,Bharatiya Janata Party,49737,658,50395,34.88
2,KASARAGOD,4,RANJITH RAJ M,Anna Democratic Human Rights Movement Party of India,545,10,555,0.38
2,KASARAGOD,5,M A LATHEEF,Indian National League,28028,295,28323,19.6
2,KASARAGOD,6,NISHANTH KUMAR I B,Independent,412,5,417,0.29
2,KASARAGOD,7,SUDHAKARAN K,Independent,192,4,196,0.14
2,KASARAGOD,8,NOTA,None of the Above,629,10,639,0.44
3,UDMA,1,C H KUNHAMBU,Communist Party of India  (Marxist),76733,1931,78664,47.58
3,UDMA,2,BALAKRISHNAN PERIYE,Indian National Congress,64117,1225,65342,39.52
3,UDMA,3,A VELAYUDHAN,Bharatiya Janata Party,19978,382,20360,12.31
3,UDMA,4,GOVINDAN B ALINTHAZE,Ambedkarite Party of India,189,5,194,0.12
3,UDMA,5,KUNHAMBU K  S/o Kuttappan K C,Independent,134,6,140,0.08
3,UDMA,6,RAMESHAN K,Independent,204,3,207,0.13
3,UDMA,7,NOTA,None of the Above,430,4,434,0.26
4,KANHANGAD,1,E CHANDRASHEKARAN,Communist Party of India,82189,2426,84615,50.72
4,KANHANGAD,2,BALRAJ,Bharatiya Janata Party,21119,451,21570,12.93
4,KANHANGAD,3,P V SURESH,Indian National Congress,56112,1364,57476,34.45
4,KANHANGAD,4,ABDUL SAMAD. T S/o T KUNHAMU HAJI,SOCIAL DEMOCRATIC PARTY OF INDIA,774,1,775,0.46
4,KANHANGAD,5,T ABDUL SAMAD S/o T KUNHIKOYA HAJI,Janata Dal  (United),86,1,87,0.05
4,KANHANGAD,6,RESHMA KARIVEDAKAM,Anna Democratic Human Rights Movement Party of India,181,4,185,0.11
4,KANHANGAD,7,AUGUSTIN,Independent,495,37,532,0.32
4,KANHANGAD,8,KRISHNAN PARAPPACHAL,Independent,347,10,357,0.21
4,KANHANGAD,9,MANOJ THOMAS,Independent,93,12,105,0.06
4,KANHANGAD,10,SREENATH SASI. T C V,Independent,218,1,219,0.13
4,KANHANGAD,11,SURESH. B C S/o CHENIYAN NAIK,Independent,276,1,277,0.17
4,KANHANGAD,12,NOTA,None of the Above,620,17,637,0.38
5,TRIKARIPUR,1,M RAJAGOPALAN,Communist Party of India  (Marxist),82556,0,82556,53.42
5,TRIKARIPUR,2,SHIBIN T V,Bharatiya Janata Party,10621,0,10621,6.87
5,TRIKARIPUR,3,M P JOSEPH,Kerala Congress,58200,0,58200,37.66
5,TRIKARIPUR,4,T MAHESH MASTER,Welfare Party Of India,799,0,799,0.52
5,TRIKARIPUR,5,LIYAKATHALI P,SOCIAL DEMOCRATIC PARTY OF INDIA,1188,0,1188,0.77
5,TRIKARIPUR,6,SUDHAN VELLARIKKUND,Anna Democratic Human Rights Movement Party of India,104,0,104,0.07
5,TRIKARIPUR,7,JOY JOHN,Independent,352,0,352,0.23
5,TRIKARIPUR,8,M V JOSEPH,Independent,192,0,192,0.12
5,TRIKARIPUR,9,NOTA,None of the Above,521,0,521,0.34
6,PAYYANNUR,1,M PRADEEP KUMAR,Indian National Congress,42723,1192,43915,29.29
6,PAYYANNUR,2,T  I MADHUSOODANAN,Communist Party of India  (Marxist),89909,3786,93695,62.49
6,PAYYANNUR,3,Adv  K K SREEDHARAN,Bharatiya Janata Party,11048,260,11308,7.54
6,PAYYANNUR,4,ABHILASH K V,Independent,334,7,341,0.23
6,PAYYANNUR,5,NOTA,None of the Above,653,33,686,0.46
7,KALLIASSERI,1,ARUN KAITHAPRAM,Bharatiya Janata Party,11135,230,11365,7.81
7,KALLIASSERI,2,ADV. BRIJESH KUMAR,Indian National Congress,42785,1074,43859,30.13
7,KALLIASSERI,3,M VIJIN,Communist Party of India  (Marxist),85304,2948,88252,60.62
7,KALLIASSERI,4,FAIZAL MADAYI,Welfare Party Of India,1141,28,1169,0.8
7,KALLIASSERI,5,BRIJESHKUMAR M.  S/o AMBU,Independent,272,2,274,0.19
7,KALLIASSERI,6,NOTA,None of the Above,647,19,666,0.46
8,TALIPARAMBA,1,M V GOVINDAN MASTER,Communist Party of India  (Marxist),89248,3622,92870,52.14
8,TALIPARAMBA,2,A P GANGADHARAN,Bharatiya Janata Party,12737,321,13058,7.33
8,TALIPARAMBA,3,ADV. V P ABDUL RASHEED,Indian National Congress,68539,1642,70181,39.4
8,TALIPARAMBA,4,ABDUL RASHEED  S/o ISMAIL,Independent,364,1,365,0.2
8,TALIPARAMBA,5,GOVINDAN KARAYAPATH,Independent,138,12,150,0.08
8,TALIPARAMBA,6,C BALAKRISHNAN YADAV,Independent,186,5,191,0.11
8,TALIPARAMBA,7,SHIJITH K O P,Independent,497,11,508,0.29
8,TALIPARAMBA,8,NOTA,None of the Above,773,16,789,0.44
9,IRIKKUR,1,ANIAMMA TEACHER,Bharatiya Janata Party,7608,217,7825,5.13
9,IRIKKUR,2,SAJI KUTTIYANIMATTAM,Kerala Congress  (M),64467,2287,66754,43.77
9,IRIKKUR,3,Adv. Sajeev Joseph,Indian National Congress,74194,2570,76764,50.33
9,IRIKKUR,4,CHACKO KARIMBIL,Independent,295,16,311,0.2
9,IRIKKUR,5,Joy John,Independent,123,5,128,0.08
9,IRIKKUR,6,SAJAN KUTTIYANIKKAL,Independent,268,7,275,0.18
9,IRIKKUR,7,NOTA,None of the Above,449,10,459,0.3
10,AZHIKODE,1,K Ranjith,Bharatiya Janata Party,15403,338,15741,10.86
10,AZHIKODE,2,K M Shaji,Indian Union Muslim League,58490,1163,59653,41.17
10,AZHIKODE,3,K V Sumesh,Communist Party of India  (Marxist),63895,1899,65794,45.41
10,AZHIKODE,4,ABDUL JABBAR K K,SOCIAL DEMOCRATIC PARTY OF INDIA,2348,9,2357,1.63
10,AZHIKODE,5,RESMI RAVI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),224,2,226,0.16
10,AZHIKODE,6,Pavithran Kurikkalot,Independent,41,7,48,0.03
10,AZHIKODE,7,Prasad V P,Independent,96,8,104,0.07
10,AZHIKODE,8,K M SHAJI (MAMBA),Independent,256,21,277,0.19
10,AZHIKODE,9,Sumesh M (Mauvery House),Independent,177,3,180,0.12
10,AZHIKODE,10,NOTA,None of the Above,503,14,517,0.36
11,KANNUR,1,ARCHANA VANDICHAL,Bharatiya Janata Party,11340,241,11581,8.64
11,KANNUR,2,SATHEESHAN PACHENI,Indian National Congress,56953,1615,58568,43.68
11,KANNUR,3,T K GANESH BABU,New Labour Party,709,7,716,0.53
11,KANNUR,4,RAMACHANDRAN KADANNAPPALLI,Congress  (Secular),58505,1808,60313,44.98
11,KANNUR,5,B SHAMSUDHEEN MOULAVI,SOCIAL DEMOCRATIC PARTY OF INDIA,2061,8,2069,1.54
11,KANNUR,6,RAMACHANDRAN P V,Independent,106,1,107,0.08
11,KANNUR,7,SATHEESAN P,Independent,134,13,147,0.11
11,KANNUR,8,N K SURENDRAN,Independent,83,1,84,0.06
11,KANNUR,9,NOTA,None of the Above,475,29,504,0.38
12,DHARMADAM,1,C. K. Padmanabhan,Bharatiya Janata Party,14352,271,14623,9.13
12,DHARMADAM,2,Pinarayi Vijayan,Communist Party of India  (Marxist),92140,3382,95522,59.61
12,DHARMADAM,3,C. Raghunathan,Indian National Congress,44089,1310,45399,28.33
12,DHARMADAM,4,Basheer Kannadiparamba,SOCIAL DEMOCRATIC PARTY OF INDIA,2266,14,2280,1.42
12,DHARMADAM,5,Chovva Raghunathan,Independent,136,1,137,0.09
12,DHARMADAM,6,Valayar Bhagyavathi,Independent,1720,33,1753,1.09
12,DHARMADAM,7,C. P. Maharoof,Independent,66,6,72,0.04
12,DHARMADAM,8,Vadi Harindran,Independent,53,8,61,0.04
12,DHARMADAM,9,NOTA,None of the Above,390,10,400,0.25
13,THALASSERY,1,M. P. ARAVINDAKSHAN,Indian National Congress,43811,1198,45009,33.84
13,THALASSERY,2,Adv. A. N. SHAMSEER,Communist Party of India  (Marxist),79628,2182,81810,61.52
13,THALASSERY,3,SHAMSEER IBRAHIM,Welfare Party Of India,1945,18,1963,1.48
13,THALASSERY,4,ARAVINDHAKSHAN S/o KAUSU,Independent,522,11,533,0.4
13,THALASSERY,5,C. O. T. NASEER,Independent,1127,36,1163,0.87
13,THALASSERY,6,HARIDASAN,Independent,189,9,198,0.15
13,THALASSERY,7,NOTA,None of the Above,2283,30,2313,1.74
14,KUTHUPARAMBA,1,POTTANKANDI ABDULLA,Indian Union Muslim League,59720,1365,61085,39.23
14,KUTHUPARAMBA,2,C. SADANANDAN MASTER,Bharatiya Janata Party,20795,417,21212,13.62
14,KUTHUPARAMBA,3,K.P. MOHANAN,Loktantrik Janta Dal,68472,2154,70626,45.36
14,KUTHUPARAMBA,4,ABDULLA PUTHIYAPARAMBATH,Independent,379,10,389,0.25
14,KUTHUPARAMBA,5,MOHANAN KUNHIPARAMBATH MEETHAL,Independent,1334,26,1360,0.87
14,KUTHUPARAMBA,6,MOHANAN K.P. KAITHAVECHA PARAMBATH,Independent,515,28,543,0.35
14,KUTHUPARAMBA,7,NOTA,None of the Above,489,5,494,0.32
15,MATTANNUR,1,ILLIKKAL AUGUSTHY,Revolutionary Socialist Party,34195,971,35166,22.67
15,MATTANNUR,2,BIJU ELAKKUZHI,Bharatiya Janata Party,17815,408,18223,11.75
15,MATTANNUR,3,K K SHAILAJA TEACHER,Communist Party of India  (Marxist),93007,3122,96129,61.97
15,MATTANNUR,4,RAFEEK KEECHERY,SOCIAL DEMOCRATIC PARTY OF INDIA,4173,28,4201,2.71
15,MATTANNUR,5,AGUSTHY N A,Independent,603,16,619,0.4
15,MATTANNUR,6,NOTA,None of the Above,781,15,796,0.51
16,PERAVOOR,1,K V Sakkeer Hussain,Communist Party of India  (Marxist),61942,1592,63534,44.7
16,PERAVOOR,2,Adv. Sunny Joseph,Indian National Congress,64784,1922,66706,46.93
16,PERAVOOR,3,Smitha Jayamohan,Bharatiya Janata Party,8956,199,9155,6.44
16,PERAVOOR,4,A C Jalaluddeen,SOCIAL DEMOCRATIC PARTY OF INDIA,1530,11,1541,1.08
16,PERAVOOR,5,John Pallikkamalil,Secular Democratic Congress,88,4,92,0.06
16,PERAVOOR,6,P K Saji,New Labour Party,104,2,106,0.07
16,PERAVOOR,7,Narayanakumar,Independent,55,5,60,0.04
16,PERAVOOR,8,Sakkeer E K   S/o Asiya,Independent,101,15,116,0.08
16,PERAVOOR,9,Sakkeer Hussain S/o Hamsa,Independent,240,3,243,0.17
16,PERAVOOR,10,Sunny Muthukulathel,Independent,60,0,60,0.04
16,PERAVOOR,11,Sunny Vazhakkamalayil,Independent,121,0,121,0.09
16,PERAVOOR,12,NOTA,None of the Above,392,12,404,0.28
17,MANANTHAVADY,1,O.R.KELU,Communist Party of India  (Marxist),70807,1729,72536,47.54
17,MANANTHAVADY,2,P.K.Jayalakshmi,Indian National Congress,61741,1513,63254,41.46
17,MANANTHAVADY,3,Palliyara Mukundan,Bharatiya Janata Party,12911,231,13142,8.61
17,MANANTHAVADY,4,Vijaya Cheloor,Bahujan Samaj Party,188,2,190,0.12
17,MANANTHAVADY,5,Babitha Sreenu,SOCIAL DEMOCRATIC PARTY OF INDIA,1966,26,1992,1.31
17,MANANTHAVADY,6,Kelu K.K. S/o Kunkan,Independent,274,14,288,0.19
17,MANANTHAVADY,7,Lakshmi,Independent,374,8,382,0.25
17,MANANTHAVADY,8,NOTA,None of the Above,792,5,797,0.52
18,SULTHANBATHERY,1,C.K JANU,Bharatiya Janata Party,14934,264,15198,9.08
18,SULTHANBATHERY,2,I.C BALAKRISHNAN,Indian National Congress,79152,1925,81077,48.42
18,SULTHANBATHERY,3,M.S VISWANATHAN,Communist Party of India  (Marxist),67616,1639,69255,41.36
18,SULTHANBATHERY,4,ONDAN PANIYAN,Independent,730,12,742,0.44
18,SULTHANBATHERY,5,NOTA,None of the Above,1142,18,1160,0.69
19,KALPETTA,1,ASWIN BHIMNATH,Bahujan Samaj Party,915,13,928,0.61
19,KALPETTA,2,Adv.T SIDDIQU,Indian National Congress,68845,1407,70252,46.15
19,KALPETTA,3,SUBEESH T M,Bharatiya Janata Party,13868,245,14113,9.27
19,KALPETTA,4,M.V.SHREYAMSKUMAR,Loktantrik Janta Dal,63392,1390,64782,42.56
19,KALPETTA,5,SUNIL VAIDYAR,Anna Democratic Human Rights Movement Party of India,444,11,455,0.3
19,KALPETTA,6,SHYLESH.K,Independent,204,6,210,0.14
19,KALPETTA,7,T.SIDIQUE S/o ABDULLA,Independent,634,7,641,0.42
19,KALPETTA,8,NOTA,None of the Above,809,19,828,0.54
20,VADAKARA,1,ADVOCATE M. RAJESH KUMAR,Bharatiya Janata Party,10033,192,10225,7.48
20,VADAKARA,2,MANAYATH CHANDRAN,Loktantrik Janta Dal,55672,1930,57602,42.15
20,VADAKARA,3,MUSTHAFA PALERI,SOCIAL DEMOCRATIC PARTY OF INDIA,2820,16,2836,2.08
20,VADAKARA,4,K.K.REMA,Revolutionary Marxist Party of India,63418,1675,65093,47.63
20,VADAKARA,5,GANGADHARAN MADAPPALLY,Independent,182,4,186,0.14
20,VADAKARA,6,VELLUPARAMBATH CHANDRAN,Independent,60,3,63,0.05
20,VADAKARA,7,RAMA KUNIYIL,Independent,112,14,126,0.09
20,VADAKARA,8,RAMA CHERIYA KAYYIL,Independent,50,2,52,0.04
20,VADAKARA,9,K.T.K RAMA PADANNAYIL,Independent,128,9,137,0.1
20,VADAKARA,10,NOTA,None of the Above,347,6,353,0.26
21,KUTTIADI,1,K P KUNHAMMED KUTTI MASTER,Communist Party of India  (Marxist),77265,2878,80143,47.2
21,KUTTIADI,2,PARAKKAL ABDULLA,Indian Union Muslim League,77561,2249,79810,47.01
21,KUTTIADI,3,P P MURALI MASTER,Bharatiya Janata Party,8919,220,9139,5.38
21,KUTTIADI,4,ABDULLA S/o POKKER,Independent,75,0,75,0.04
21,KUTTIADI,5,K K KUNHAMMAD KUTTY,Independent,70,10,80,0.05
21,KUTTIADI,6,V P PRATHEESH,Independent,103,5,108,0.06
21,KUTTIADI,7,SURESH BABU M K,Independent,125,3,128,0.08
21,KUTTIADI,8,NOTA,None of the Above,282,14,296,0.17
22,NADAPURAM,1,ADV. K. PRAVEEN KUMAR,Indian National Congress,51310,0,51310,43.47
22,NADAPURAM,2,M. P. RAJAN,Bharatiya Janata Party,7298,0,7298,6.18
22,NADAPURAM,3,E. K. VIJAYAN,Communist Party of India,58012,0,58012,49.15
22,NADAPURAM,4,K. K. NASAR MASTER,SOCIAL DEMOCRATIC PARTY OF INDIA,897,0,897,0.76
22,NADAPURAM,5,SREEDHARAN K K,National Labour Party,102,0,102,0.09
22,NADAPURAM,6,T.PRAVEEN KUMAR S/O KANNAN,Independent,172,0,172,0.15
22,NADAPURAM,7,NOTA,None of the Above,232,0,232,0.2
23,QUILANDY,1,Kanathil Jameela,Communist Party of India  (Marxist),73406,2222,75628,46.66
23,QUILANDY,2,N.P. Radhakrishnan,Bharatiya Janata Party,17213,342,17555,10.83
23,QUILANDY,3,N. Subramaniyan,Indian National Congress,65807,1349,67156,41.43
23,QUILANDY,4,Praveen Cheruvath,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),221,0,221,0.14
23,QUILANDY,5,Jameela. P.P.,Independent,646,5,651,0.4
23,QUILANDY,6,Subrahmanyan Kanaran,Independent,380,1,381,0.24
23,QUILANDY,7,NOTA,None of the Above,482,10,492,0.3
24,PERAMBRA,1,T.P.  RAMAKRISHNAN,Communist Party of India  (Marxist),82691,3332,86023,52.54
24,PERAMBRA,2,ADV. K V SUDHEER,Bharatiya Janata Party,10834,331,11165,6.82
24,PERAMBRA,3,ISMAIL KAMMANA,SOCIAL DEMOCRATIC PARTY OF INDIA,1441,24,1465,0.89
24,PERAMBRA,4,C H EBRAHIMKUTTY S/O KUNJAMMED,Independent,61530,1901,63431,38.74
24,PERAMBRA,5,IBRAHIMKUTTY M  S/O  POKKER,Independent,900,15,915,0.56
24,PERAMBRA,6,V K CHANDRAN,Independent,275,5,280,0.17
24,PERAMBRA,7,NOTA,None of the Above,449,9,458,0.28
25,BALUSSERI,1,JOBISH BALUSSERY,Bahujan Samaj Party,316,0,316,0.27
25,BALUSSERI,2,DHARMAJAN BOLGATTY,Indian National Congress,45353,0,45353,39.15
25,BALUSSERI,3,LIBIN BALUSSERY,Bharatiya Janata Party,9865,0,9865,8.51
25,BALUSSERI,4,Adv. K.M. SACHINDEV,Communist Party of India  (Marxist),59369,0,59369,51.24
25,BALUSSERI,5,CHANDRIKA,Welfare Party Of India,436,0,436,0.38
25,BALUSSERI,6,MOHANDAS UNNIKULAM,Republican Party of India (A),73,0,73,0.06
25,BALUSSERI,7,DHARMENDRAN,Independent,162,0,162,0.14
25,BALUSSERI,8,NOTA,None of the Above,281,0,281,0.24
26,ELATHUR,1,T P Jayachandran Master,Bharatiya Janata Party,31056,954,32010,19.48
26,ELATHUR,2,A .K Saseendran,Nationalist Congress Party,80607,3032,83639,50.89
26,ELATHUR,3,TAHIR MOKKANDI,Welfare Party Of India,1911,89,2000,1.22
26,ELATHUR,4,RADHAKRISHNAN P K,Independent,548,32,580,0.35
26,ELATHUR,5,Sulphikar Mayoori,Independent,43621,1516,45137,27.46
26,ELATHUR,6,NOTA,None of the Above,960,24,984,0.6
27,KOZHIKODE NORTH,1,K M ABHIJITH,Indian National Congress,44759,1437,46196,33.58
27,KOZHIKODE NORTH,2,M T RAMESH,Bharatiya Janata Party,30241,711,30952,22.5
27,KOZHIKODE NORTH,3,Thottathil Ravindran,Communist Party of India  (Marxist),57357,1767,59124,42.98
27,KOZHIKODE NORTH,4,K RAHIM,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),152,4,156,0.11
27,KOZHIKODE NORTH,5,N ABHIJITH,Independent,328,0,328,0.24
27,KOZHIKODE NORTH,6,V P RAMESH,Independent,84,12,96,0.07
27,KOZHIKODE NORTH,7,A RAMESH,Independent,94,10,104,0.08
27,KOZHIKODE NORTH,8,URANDIYIL RAVEENDRAN,Independent,75,15,90,0.07
27,KOZHIKODE NORTH,9,NOTA,None of the Above,513,3,516,0.38
28,KOZHIKODE SOUTH,1,NAVYA HARIDAS,Bharatiya Janata Party,24314,559,24873,20.89
28,KOZHIKODE SOUTH,2,ADV. NOORBEENA RASHEED,Indian Union Muslim League,39393,705,40098,33.68
28,KOZHIKODE SOUTH,3,AHAMMAD DEVARKOVIL,Indian National League,51582,975,52557,44.15
28,KOZHIKODE SOUTH,4,P. HAREENDRANATH,Democratic Social Justice Party,392,18,410,0.34
28,KOZHIKODE SOUTH,5,ADV. MUBEENA,Independent,503,10,513,0.43
28,KOZHIKODE SOUTH,6,NOTA,None of the Above,585,18,603,0.51
29,BEYPORE,1,ABDUL GAFOOR K. K,Bahujan Samaj Party,269,3,272,0.16
29,BEYPORE,2,Adv. P. M NIYAS,Indian National Congress,52579,839,53418,32.33
29,BEYPORE,3,Adv. PRAKASHBABU,Bharatiya Janata Party,25822,445,26267,15.9
29,BEYPORE,4,Adv. P. A  MOHAMED RIYAS,Communist Party of India  (Marxist),80505,1660,82165,49.73
29,BEYPORE,5,JAMAL CHALIYAM,SOCIAL DEMOCRATIC PARTY OF INDIA,2015,14,2029,1.23
29,BEYPORE,6,E.M NIYAS S/o  SALEEM BABU,Independent,159,3,162,0.1
29,BEYPORE,7,NIYAS K S/o KOYA KUNIYIL,Independent,106,5,111,0.07
29,BEYPORE,8,P. P MUHAMMAD RIYAS S/o MAMUKKOYA,Independent,160,5,165,0.1
29,BEYPORE,9,NOTA,None of the Above,601,20,621,0.38
30,KUNNAMANGALAM,1,ADV: V.K. SAJEEVAN,Bharatiya Janata Party,27048,624,27672,14.28
30,KUNNAMANGALAM,2,E. P. ANWAR SADATH,Welfare Party Of India,1026,31,1057,0.55
30,KUNNAMANGALAM,3,ABDUL VAHID,SOCIAL DEMOCRATIC PARTY OF INDIA,1276,23,1299,0.67
30,KUNNAMANGALAM,4,ABDUL RAHEEM P S/o. ABDUL KAREEM,Independent,210,12,222,0.11
30,KUNNAMANGALAM,5,ABDUL RAHEEM S/o. HASSAN KOYA,Independent,725,13,738,0.38
30,KUNNAMANGALAM,6,DINESH PERUMANNA,Independent,72998,1864,74862,38.62
30,KUNNAMANGALAM,7,DINESHAN PAKKATH,Independent,972,49,1021,0.53
30,KUNNAMANGALAM,8,DINESAN MUNDAKKAL,Independent,222,3,225,0.12
30,KUNNAMANGALAM,9,BABU K G,Independent,715,9,724,0.37
30,KUNNAMANGALAM,10,ADV. P. T. A RAHIM,Independent,82498,2640,85138,43.93
30,KUNNAMANGALAM,11,NOTA,None of the Above,851,13,864,0.45
31,KODUVALLY,1,T BALASOMAN,Bharatiya Janata Party,9227,271,9498,6.28
31,KODUVALLY,2,DR. M.K MUNEER,Indian Union Muslim League,70193,2143,72336,47.86
31,KODUVALLY,3,MUSTHAFA KOMMERI,SOCIAL DEMOCRATIC PARTY OF INDIA,1734,35,1769,1.17
31,KODUVALLY,4,SHAHIN K C,Samajwadi Forward Bloc,69,5,74,0.05
31,KODUVALLY,5,ABDUL MUNEER,Independent,86,0,86,0.06
31,KODUVALLY,6,SALEEM NECHOLE,Independent,91,1,92,0.06
31,KODUVALLY,7,ABDUL RAZAK K S/O AHMAD KUTTY,Independent,379,2,381,0.25
31,KODUVALLY,8,KARAT RAZACK,Independent,64114,1878,65992,43.66
31,KODUVALLY,9,ABDUL RAZAK  S/O  MUHAMMED,Independent,316,9,325,0.22
31,KODUVALLY,10,MUNEER  M.K  S/O  MUHAMMED,Independent,207,21,228,0.15
31,KODUVALLY,11,LAKSHMANAN.K.P.THAMARASSERY,Independent,102,2,104,0.07
